Name,Cores,TDP
AMD 3015Ce,2,6
AMD 3015e,2,6
AMD 3020e,2,6
AMD A10 Micro-6700T APU,4,5
AMD A10 PRO-7350B APU,4,19
AMD A10 PRO-7800B APU,2,65
AMD A10 PRO-7850B APU,2,95
AMD A10-4600M APU,2,35
AMD A10-4655M APU,2,25
AMD A10-4657M APU,4,35
AMD A10-5700 APU,2,65
AMD A10-5745M APU,4,25
AMD A10-5750M APU,4,35
AMD A10-5757M APU,4,35
AMD A10-5800B APU,2,100
AMD A10-5800K APU,2,100
AMD A10-6700 APU,4,65
AMD A10-6700T APU,2,45
AMD A10-6790K APU,2,100
AMD A10-6800B APU,2,100
AMD A10-6800K APU,2,100
AMD A10-7300 APU,4,19
AMD A10-7400P,4,35
AMD A10-7700K APU,2,95
AMD A10-7800 APU,2,65
AMD A10-7850K APU,2,95
AMD A10-7860K,2,65
AMD A10-7870K,2,95
AMD A10-7890K,2,95
AMD A10-8700P,2,35
AMD A10-8750,2,65
AMD A10-9600P,4,15
AMD A10-9620P,4,15
AMD A10-9630P,4,35
AMD A10-9700,4,65
AMD A10-9700E,4,35
AMD A12-9700P,4,15
AMD A12-9720P,4,15
AMD A12-9730P,4,35
AMD A12-9800,2,65
AMD A12-9800E,4,35
AMD A4 Micro-6400T APU,4,4.5
AMD A4 PRO-3340B,4,25
AMD A4 PRO-7300B APU,1,65
AMD A4 PRO-7350B,1,65
AMD A4-1250 APU,2,8
AMD A4-3300 APU,2,65
AMD A4-3300M APU,2,65
AMD A4-3305M APU,2,35
AMD A4-3310MX APU,2,45
AMD A4-3320M APU,2,35
AMD A4-3330MX APU,2,45
AMD A4-3400 APU,2,65
AMD A4-3420 APU,2,65
AMD A4-4000 APU,1,65
AMD A4-4020 APU,2,65
AMD A4-4300M APU,1,35
AMD A4-4355M APU,2,17
AMD A4-5000 APU,4,15
AMD A4-5050 APU,4,13.5
AMD A4-5100 APU,4,15
AMD A4-5150M APU,2,35
AMD A4-5300 APU,2,65
AMD A4-5300B APU,2,65
AMD A4-6210 APU,4,15
AMD A4-6250J APU,4,25
AMD A4-6300 APU,1,65
AMD A4-6300B APU,1,65
AMD A4-6320 APU,1,65
AMD A4-7210 APU,4,25
AMD A4-7300 APU,1,65
AMD A4-9120,2,15
AMD A4-9120C,2,6
AMD A4-9125,2,15
AMD A6 PRO-7050B APU,2,17
AMD A6 PRO-7400B,1,65
AMD A6-1450 APU,4,8
AMD A6-3400M APU,4,35
AMD A6-3410MX APU,4,45
AMD A6-3420M APU,4,35
AMD A6-3430MX APU,4,45
AMD A6-3500 APU,3,65
AMD A6-3600 APU,4,65
AMD A6-3620 APU,4,65
AMD A6-3650 APU,4,100
AMD A6-3670 APU,4,100
AMD A6-4400M APU,1,35
AMD A6-4455M APU,1,17
AMD A6-5200 APU,4,25
AMD A6-5345M APU,2,17
AMD A6-5350M APU,2,35
AMD A6-5357M APU,2,35
AMD A6-5400B APU,1,65
AMD A6-5400K APU,1,65
AMD A6-6310 APU,4,15
AMD A6-6400B APU,1,65
AMD A6-6400K APU,1,65
AMD A6-6420B APU,1,65
AMD A6-6420K APU,2,65
AMD A6-7000�,2,17
AMD A6-7310 APU,4,25
AMD A6-7400K APU,2,65
AMD A6-7470K,1,65
AMD A6-7480,2,65
AMD A6-8500P,2,15
AMD A6-8550,2,65
AMD A6-9200,2,10
AMD A6-9210,2,15
AMD A6-9220,2,15
AMD A6-9220C,2,6
AMD A6-9225,2,15
AMD A6-9230,2,15
AMD A6-9400,2,10
AMD A6-9500,2,65
AMD A6-9500E,2,35
AMD A8 PRO-7150B APU,4,19
AMD A8 PRO-7600B APU,4,65
AMD A8-3500M APU,4,35
AMD A8-3510MX APU,4,45
AMD A8-3520M APU,4,35
AMD A8-3530MX APU,4,45
AMD A8-3550MX APU,4,45
AMD A8-3800 APU,4,65
AMD A8-3820 APU,4,65
AMD A8-3850 APU,4,100
AMD A8-3870K APU,4,100
AMD A8-4500M APU,2,35
AMD A8-4555M APU,2,19
AMD A8-5500 APU,2,65
AMD A8-5500B APU,2,65
AMD A8-5545M APU,4,19
AMD A8-5550M APU,4,35
AMD A8-5557M APU,4,35
AMD A8-5600K APU,4,100
AMD A8-6410 APU,4,15
AMD A8-6500 APU,2,65
AMD A8-6500B APU,2,65
AMD A8-6500T APU,2,45
AMD A8-6600K APU,2,100
AMD A8-7050,2,15
AMD A8-7100 APU,4,19
AMD A8-7200P,4,35
AMD A8-7410 APU,4,25
AMD A8-7500,2,65
AMD A8-7600 APU,2,65
AMD A8-7650K,2,65
AMD A8-7670K,4,95
AMD A8-7680,4,45
AMD A8-8600P,2,15
AMD A8-8650,4,65
AMD A8-9600,4,65
AMD A9-9400,2,10
AMD A9-9410,2,25
AMD A9-9420,2,15
AMD A9-9425,2,15
AMD Athlon 1640B,1,45
AMD Athlon 200GE,2,35
AMD Athlon 220GE,2,35
AMD Athlon 240GE,2,35
AMD Athlon 2650e,1,15
AMD Athlon 2800+,1,89
AMD Athlon 2850e,1,22
AMD Athlon 3000G,2,35
AMD Athlon 300GE,2,35
AMD Athlon 300U,2,15
AMD Athlon 320GE,2,35
AMD Athlon 5000 Dual-Core,2,65
AMD Athlon 5150 APU,4,25
AMD Athlon 5200 Dual-Core,2,75
AMD Athlon 5350 APU,4,25
AMD Athlon 5370 APU,4,25
AMD Athlon 64 2000+,1,8
AMD Athlon 64 2600+,1,15
AMD Athlon 64 2800+,1,89
AMD Athlon 64 3000+,1,89
AMD Athlon 64 3100+,1,89
AMD Athlon 64 3200+,1,62
AMD Athlon 64 3400+,1,89
AMD Athlon 64 3500+,1,45
AMD Athlon 64 3700+,1,89
AMD Athlon 64 3800+,1,45
AMD Athlon 64 4000+,1,62
AMD Athlon 64 FX-55,1,104
AMD Athlon 64 FX-57,1,104
AMD Athlon 64 FX-60 Dual Core,2,110
AMD Athlon 64 FX-62 Dual Core,2,125
AMD Athlon 64 FX-74,2,125
AMD Athlon 64 X2 3800+,2,89
AMD Athlon 64 X2 Dual Core 3400+,2,89
AMD Athlon 64 X2 Dual Core 3600+,2,65
AMD Athlon 64 X2 Dual Core 3800+,2,89
AMD Athlon 64 X2 Dual Core 4000+,2,65
AMD Athlon 64 X2 Dual Core 4200+,2,89
AMD Athlon 64 X2 Dual Core 4400+,2,65
AMD Athlon 64 X2 Dual Core 4600+,2,65
AMD Athlon 64 X2 Dual Core 4800+,2,65
AMD Athlon 64 X2 Dual Core 5000+,2,65
AMD Athlon 64 X2 Dual Core 5200+,2,65
AMD Athlon 64 X2 Dual Core 5400+,2,65
AMD Athlon 64 X2 Dual Core 5600+,2,89
AMD Athlon 64 X2 Dual Core 5800+,2,89
AMD Athlon 64 X2 Dual Core 6000+,2,89
AMD Athlon 64 X2 Dual Core 6400+,2,125
AMD Athlon 64 X2 Dual Core BE-2300,2,45
AMD Athlon 64 X2 Dual Core BE-2350,2,45
AMD Athlon 64 X2 Dual-Core TK-42,2,20
AMD Athlon 64 X2 Dual-Core TK-53,2,31
AMD Athlon 64 X2 Dual-Core TK-55,2,35
AMD Athlon 64 X2 Dual-Core TK-57,2,31
AMD Athlon 64 X2 QL-60,2,35
AMD Athlon 64 X2 QL-62,2,35
AMD Athlon 64 X2 QL-64,2,35
AMD Athlon 64 X2 QL-65,2,35
AMD Athlon 64 X2 QL-66,2,35
AMD Athlon 64 X2 QL-67,2,35
AMD Athlon 7450 Dual-Core,2,95
AMD Athlon 7550 Dual-Core,2,95
AMD Athlon 7750 Dual-Core,2,95
AMD Athlon 7850 Dual-Core,2,95
AMD Athlon Dual Core 4050e,2,45
AMD Athlon Dual Core 4450B,2,45
AMD Athlon Dual Core 4450e,2,45
AMD Athlon Dual Core 4850B,2,45
AMD Athlon Dual Core 4850e,2,45
AMD Athlon Dual Core 5000B,2,65
AMD Athlon Dual Core 5050e,2,45
AMD Athlon Dual Core 5200B,2,65
AMD Athlon Dual Core 5400B,2,65
AMD Athlon Dual Core 5600B,2,65
AMD Athlon Gold 3150C,2,15
AMD Athlon Gold 3150G,4,65
AMD Athlon Gold 3150U,2,15
AMD Athlon Gold PRO 3150G,4,65
AMD Athlon Gold PRO 3150GE,4,35
AMD Athlon Gold PRO 4150GE,4,35
AMD Athlon II 160u,1,20
AMD Athlon II 170u,1,20
AMD Athlon II Dual-Core M300,2,35
AMD Athlon II Dual-Core M320,2,35
AMD Athlon II Dual-Core M340,2,35
AMD Athlon II N330 Dual-Core,2,35
AMD Athlon II N350 Dual-Core,2,35
AMD Athlon II N370 Dual-Core,2,35
AMD Athlon II Neo K125,1,12
AMD Athlon II Neo K145,1,12
AMD Athlon II Neo K325 Dual-Core,2,12
AMD Athlon II Neo K345 Dual-Core,2,12
AMD Athlon II Neo N36L Dual-Core,2,12
AMD Athlon II P320 Dual-Core,2,25
AMD Athlon II P340 Dual-Core,2,25
AMD Athlon II P360 Dual-Core,2,25
AMD Athlon II X2 210e,2,45
AMD Athlon II X2 215,2,65
AMD Athlon II X2 220,2,65
AMD Athlon II X2 235e,2,45
AMD Athlon II X2 240,2,65
AMD Athlon II X2 240e,2,45
AMD Athlon II X2 245,2,65
AMD Athlon II X2 245e,2,45
AMD Athlon II X2 250,2,65
AMD Athlon II X2 250e,2,45
AMD Athlon II X2 250u,2,25
AMD Athlon II X2 255,2,65
AMD Athlon II X2 260,2,65
AMD Athlon II X2 260u,2,25
AMD Athlon II X2 265,2,65
AMD Athlon II X2 270,2,65
AMD Athlon II X2 270u,2,25
AMD Athlon II X2 280,2,65
AMD Athlon II X2 4300e,2,13
AMD Athlon II X2 4400e,2,37
AMD Athlon II X2 4450e,2,45
AMD Athlon II X2 B22,2,65
AMD Athlon II X2 B24,2,65
AMD Athlon II X2 B26,2,65
AMD Athlon II X2 B28,2,65
AMD Athlon II X3 400e,3,45
AMD Athlon II X3 405e,3,45
AMD Athlon II X3 415e,3,45
AMD Athlon II X3 420e,3,45
AMD Athlon II X3 425,3,95
AMD Athlon II X3 435,3,95
AMD Athlon II X3 440,3,95
AMD Athlon II X3 445,3,95
AMD Athlon II X3 450,3,95
AMD Athlon II X3 455,3,95
AMD Athlon II X3 460,3,95
AMD Athlon II X4 557,4,160
AMD Athlon II X4 600e,4,45
AMD Athlon II X4 605e,4,45
AMD Athlon II X4 610e,4,45
AMD Athlon II X4 615e,4,45
AMD Athlon II X4 620,4,95
AMD Athlon II X4 630,4,95
AMD Athlon II X4 631 Quad-Core,4,100
AMD Athlon II X4 635,4,95
AMD Athlon II X4 638 Quad-Core,4,65
AMD Athlon II X4 640,4,95
AMD Athlon II X4 641 Quad-Core,4,100
AMD Athlon II X4 645,4,95
AMD Athlon II X4 650,4,95
AMD Athlon II X4 651 Quad-Core,4,100
AMD Athlon II X4 655,4,95
AMD Athlon L110,1,13
AMD Athlon LE-1600,1,45
AMD Athlon LE-1620,1,45
AMD Athlon LE-1640,1,45
AMD Athlon LE-1660,1,45
AMD Athlon Neo MV-40,1,15
AMD Athlon Neo X2 Dual Core 6850e,2,22
AMD Athlon Neo X2 Dual Core L325,2,18
AMD Athlon Neo X2 Dual Core L335,2,18
AMD Athlon PRO 200GE,2,35
AMD Athlon PRO 300GE,2,35
AMD Athlon PRO 3045B,2,15
AMD Athlon Silver 3050e,2,6
AMD Athlon Silver 3050GE,2,35
AMD Athlon Silver 3050U,2,15
AMD Athlon Silver PRO 3125GE,2,35
AMD Athlon TF-20,1,15
AMD Athlon TF-36,1,25
AMD Athlon X2 215,2,65
AMD Athlon X2 240,2,65
AMD Athlon X2 240e,2,45
AMD Athlon X2 250,2,65
AMD Athlon X2 255,2,65
AMD Athlon X2 280,2,65
AMD Athlon X2 340 Dual Core,2,65
AMD Athlon X2 370K Dual Core,1,65
AMD Athlon X2 450,2,65
AMD Athlon X2 Dual Core 3250e,2,22
AMD Athlon X2 Dual Core 6850e,2,22
AMD Athlon X2 Dual Core BE-2300,2,45
AMD Athlon X2 Dual Core BE-2350,2,45
AMD Athlon X2 Dual Core BE-2400,2,18
AMD Athlon X2 Dual Core L310,2,13
AMD Athlon X3 425,3,95
AMD Athlon X3 435,3,95
AMD Athlon X3 440,3,95
AMD Athlon X3 445,3,95
AMD Athlon X3 455,3,95
AMD Athlon X4 530,4,25
AMD Athlon X4 620,4,95
AMD Athlon X4 640,4,95
AMD Athlon X4 730,2,65
AMD Athlon X4 740 Quad Core,2,65
AMD Athlon X4 750 Quad Core,4,65
AMD Athlon X4 750K Quad Core,2,100
AMD Athlon X4 760K Quad Core,2,100
AMD Athlon X4 830,2,65
AMD Athlon X4 840,2,65
AMD Athlon X4 845,2,65
AMD Athlon X4 860K,2,95
AMD Athlon X4 870K,2,95
AMD Athlon X4 880K,2,95
AMD Athlon X4 950,4,65
AMD Athlon XP 1700+,1,64
AMD Athlon XP 1800+,1,66
AMD Athlon XP 2000+,1,70
AMD Athlon XP 2800+,1,89
AMD Athlon XP 3000+,1,62
AMD Athlon XP 3200+,1,62
AMD Athlon64 X2 Dual Core 4600+,2,110
AMD C-30,1,9
AMD C-50,2,9
AMD C-60,2,9
AMD C-60 APU,2,9
AMD C-70 APU,2,9
AMD E-240,1,18
AMD E-300 APU,2,18
AMD E-350,2,18
AMD E-350 APU,2,18
AMD E-350D APU,2,18
AMD E-450 APU,2,18
AMD E1-1200 APU,2,18
AMD E1-1500 APU,2,18
AMD E1-2100 APU,2,9
AMD E1-2200 APU,2,9
AMD E1-2500 APU,2,15
AMD E1-6010 APU,2,10
AMD E1-6050J APU�,2,10
AMD E1-7010 APU,2,10
AMD E2-1800 APU,2,18
AMD E2-2000 APU,2,18
AMD E2-3000 APU,2,15
AMD E2-3000M APU,2,35
AMD E2-3200 APU,2,65
AMD E2-3800 APU,4,15
AMD E2-6110 APU,4,15
AMD E2-7110 APU,4,15
AMD E2-9000,2,10
AMD E2-9000e,2,6
AMD E2-9010,2,15
AMD Embedded G-Series GX-215JJ Radeon R2E,2,10
AMD Embedded G-Series GX-224IJ Radeon R4E,2,15
AMD Embedded G-Series GX-420GI Radeon R7E,4,16.1
AMD Embedded R-Series RX-216GD,2,15
AMD Embedded R-Series RX-418GD Radeon R6,4,35
AMD Embedded R-Series RX-421BD,4,35
AMD Embedded R-Series RX-421ND,4,35
AMD EPYC 3201,8,30
AMD EPYC 3251,8,50
AMD EPYC 7232P,8,120
AMD EPYC 7251,8,120
AMD EPYC 7252,8,120
AMD EPYC 7252,8,120
AMD EPYC 7262,8,155
AMD EPYC 7262,8,155
AMD EPYC 7272,12,120
AMD EPYC 7272,12,120
AMD EPYC 7281,16,155
AMD EPYC 7282,16,120
AMD EPYC 7282,16,120
AMD EPYC 72F3,8,180
AMD EPYC 72F3,8,180
AMD EPYC 7301,16,155
AMD EPYC 7301,16,155
AMD EPYC 7302,16,155
AMD EPYC 7302,16,155
AMD EPYC 7302P,16,155
AMD EPYC 7313,16,155
AMD EPYC 7313,16,155
AMD EPYC 7313P,16,155
AMD EPYC 7343,16,190
AMD EPYC 7343,16,190
AMD EPYC 7351,16,155
AMD EPYC 7351,16,155
AMD EPYC 7351P,16,155
AMD EPYC 7352,24,155
AMD EPYC 7352,24,155
AMD EPYC 73F3,16,240
AMD EPYC 73F3,16,240
AMD EPYC 7401,24,155
AMD EPYC 7401P,24,155
AMD EPYC 7402,24,180
AMD EPYC 7402,24,180
AMD EPYC 7402P,24,180
AMD EPYC 7413,24,180
AMD EPYC 7413,24,180
AMD EPYC 7443,24,200
AMD EPYC 7443,24,200
AMD EPYC 7443P,24,200
AMD EPYC 7451,24,180
AMD EPYC 7451,24,180
AMD EPYC 7452,32,155
AMD EPYC 7452,32,155
AMD EPYC 7453,28,225
AMD EPYC 7453,28,225
AMD EPYC 7473X,24,240
AMD EPYC 74F3,24,240
AMD EPYC 74F3,24,240
AMD EPYC 7501,32,155
AMD EPYC 7502,32,180
AMD EPYC 7502,32,180
AMD EPYC 7502P,32,180
AMD EPYC 7513,32,200
AMD EPYC 7513,32,200
AMD EPYC 7532,32,200
AMD EPYC 7532,32,200
AMD EPYC 7542,32,225
AMD EPYC 7542,32,225
AMD EPYC 7543,32,240
AMD EPYC 7543,32,240
AMD EPYC 7543P,32,225
AMD EPYC 7551,32,180
AMD EPYC 7551,32,180
AMD EPYC 7551P,32,180
AMD EPYC 7552,48,200
AMD EPYC 7571,32,120
AMD EPYC 7573X,32,280
AMD EPYC 75F3,32,280
AMD EPYC 75F3,32,280
AMD EPYC 7601,32,180
AMD EPYC 7601,32,180
AMD EPYC 7642,48,225
AMD EPYC 7643,48,225
AMD EPYC 7643,48,225
AMD EPYC 7662,64,225
AMD EPYC 7662,64,225
AMD EPYC 7702,64,200
AMD EPYC 7702,64,200
AMD EPYC 7702P,64,200
AMD EPYC 7713,64,225
AMD EPYC 7713,64,225
AMD EPYC 7713P,64,225
AMD EPYC 7742,64,225
AMD EPYC 7742,64,225
AMD EPYC 7763,64,280
AMD EPYC 7763,64,280
AMD EPYC 7773X,64,280
AMD EPYC 7773X,64,280
AMD EPYC 7B12,64,240
AMD EPYC 7D12,32,85
AMD EPYC 7F32,8,180
AMD EPYC 7F32,8,180
AMD EPYC 7F52,16,240
AMD EPYC 7F52,16,240
AMD EPYC 7H12,64,280
AMD EPYC 7T83,64,280
AMD EPYC 7T83,64,280
AMD EPYC 7V13,64,240
AMD EPYC 9354P,32,280
AMD EPYC 9654,96,360
AMD EPYC 9654,96,360
AMD FirePro A320 APU,4,100
AMD FX-4100 Quad-Core,2,95
AMD FX-4130 Quad-Core,2,125
AMD FX-4150 Quad-Core,4,125
AMD FX-4170 Quad-Core,2,125
AMD FX-4200 Quad-Core,4,125
AMD FX-4300 Quad-Core,2,95
AMD FX-4320,2,95
AMD FX-4330,2,95
AMD FX-4350 Quad-Core,2,125
AMD FX-6100 Six-Core,3,95
AMD FX-6120 Six-Core,3,95
AMD FX-6130 Six-Core,3,125
AMD FX-6200 Six-Core,3,125
AMD FX-6300 Six-Core,3,95
AMD FX-6330 Six-Core,3,95
AMD FX-6350 Six-Core,3,125
AMD FX-670K Quad-Core,2,65
AMD FX-7500 APU,4,19
AMD FX-7600P,4,35
AMD FX-7600P APU,4,35
AMD FX-770K Quad-Core,2,65
AMD FX-8100 Eight-Core,4,95
AMD FX-8120 Eight-Core,4,125
AMD FX-8140 Eight-Core,4,95
AMD FX-8150 Eight-Core,4,125
AMD FX-8300 Eight-Core,4,95
AMD FX-8310 Eight-Core,4,95
AMD FX-8320 Eight-Core,4,125
AMD FX-8320E Eight-Core,4,95
AMD FX-8350 Eight-Core,4,125
AMD FX-8370 Eight-Core,4,125
AMD FX-8370E Eight-Core,4,95
AMD FX-8800P,2,35
AMD FX-9370 Eight-Core,4,220
AMD FX-9590 Eight-Core,4,220
AMD FX-9800P,4,15
AMD FX-9830P,4,35
AMD FX-B4150 Quad-Core,2,95
AMD G-T40E,2,6.4
AMD G-T40N,2,9
AMD G-T40R,1,5.5
AMD G-T44R,1,9
AMD G-T48E,2,18
AMD G-T52R,1,18
AMD G-T56E,2,18
AMD G-T56N,2,18
AMD GX-210JA SOC,2,6
AMD GX-212JC SOC�,2,6
AMD GX-217GA SOC,2,15
AMD GX-218GL SOC,2,15
AMD GX-222GC SOC,2,15
AMD GX-412HC,4,7
AMD GX-412TC SOC,4,6
AMD GX-415GA SOC,4,15
AMD GX-420CA SOC,4,25
AMD GX-420MC SOC,4,17.5
AMD GX-424CC SOC,4,25
AMD Opteron 1212,2,103
AMD Opteron 1212 HE,2,65
AMD Opteron 1214,2,103
AMD Opteron 1214 HE,2,65
AMD Opteron 1216,2,103
AMD Opteron 1216 HE,2,65
AMD Opteron 1218,2,103
AMD Opteron 1218 HE,2,65
AMD Opteron 1220,2,103
AMD Opteron 1222,2,103
AMD Opteron 1352,4,75
AMD Opteron 1354,4,75
AMD Opteron 1356,4,75
AMD Opteron 1381,4,75
AMD Opteron 1385,4,115
AMD Opteron 1389,4,75
AMD Opteron 144,1,67
AMD Opteron 146,1,67
AMD Opteron 148,1,85.3
AMD Opteron 150,1,85.3
AMD Opteron 152,1,104
AMD Opteron 154,1,104
AMD Opteron 165,2,110
AMD Opteron 170,2,110
AMD Opteron 175,2,110
AMD Opteron 180,2,110
AMD Opteron 185,2,110
AMD Opteron 2218,2,95
AMD Opteron 2218,2,95
AMD Opteron 2220,2,95
AMD Opteron 2220,2,95
AMD Opteron 2220 SE,2,119
AMD Opteron 2222,2,95
AMD Opteron 2222,2,95
AMD Opteron 2354,4,115
AMD Opteron 2354,4,115
AMD Opteron 2356,4,75
AMD Opteron 2356,4,75
AMD Opteron 2373 EE,4,60
AMD Opteron 2373 EE,4,60
AMD Opteron 2374 HE,4,55
AMD Opteron 2378,4,75
AMD Opteron 2382,4,115
AMD Opteron 2384,4,75
AMD Opteron 2387,4,75
AMD Opteron 2393 SE,2,105
AMD Opteron 2419 EE,6,60
AMD Opteron 2427,6,75
AMD Opteron 2427,6,75
AMD Opteron 2431,6,75
AMD Opteron 2435,6,75
AMD Opteron 2435,6,75
AMD Opteron 254,1,68
AMD Opteron 270,2,95
AMD Opteron 275,2,95
AMD Opteron 280,2,95
AMD Opteron 285,2,95
AMD Opteron 285,2,95
AMD Opteron 290,2,95
AMD Opteron 290,2,95
AMD Opteron 3250 HE,2,45
AMD Opteron 3260 HE,2,45
AMD Opteron 3280,8,65
AMD Opteron 3320 EE,2,25
AMD Opteron 3350 HE,4,45
AMD Opteron 3365,4,65
AMD Opteron 3380,8,65
AMD Opteron 4130,4,95
AMD Opteron 4130,4,95
AMD Opteron 4162 EE,6,35
AMD Opteron 4170 HE,6,65
AMD Opteron 4184,6,95
AMD Opteron 4226,3,95
AMD Opteron 4274 HE,4,65
AMD Opteron 4280,4,95
AMD Opteron 4284,4,95
AMD Opteron 4284,4,95
AMD Opteron 4332 HE,6,65
AMD Opteron 4334,3,95
AMD Opteron 4365 EE,4,40
AMD Opteron 4386,4,95
AMD Opteron 4386,4,95
AMD Opteron 6128,8,115
AMD Opteron 6128,8,115
AMD Opteron 6128 HE,8,85
AMD Opteron 6128 HE,8,85
AMD Opteron 6134,8,115
AMD Opteron 6136,8,115
AMD Opteron 6136,8,115
AMD Opteron 6164 HE,12,85
AMD Opteron 6172,12,115
AMD Opteron 6174,12,115
AMD Opteron 6174,12,115
AMD Opteron 6176 SE,12,140
AMD Opteron 6176 SE,12,140
AMD Opteron 6212,4,115
AMD Opteron 6220,4,115
AMD Opteron 6220,4,115
AMD Opteron 6234,6,115
AMD Opteron 6234,6,115
AMD Opteron 6238,6,115
AMD Opteron 6272,8,115
AMD Opteron 6272,8,115
AMD Opteron 6274,8,115
AMD Opteron 6274,8,115
AMD Opteron 6276,8,115
AMD Opteron 6276,8,115
AMD Opteron 6276,8,115
AMD Opteron 6278,16,115
AMD Opteron 6282 SE,16,140
AMD Opteron 6282 SE,16,140
AMD Opteron 6328,4,115
AMD Opteron 6328,4,115
AMD Opteron 6328,4,115
AMD Opteron 6344,6,115
AMD Opteron 6348,6,115
AMD Opteron 6348,6,115
AMD Opteron 6366 HE,8,85
AMD Opteron 6366 HE,8,85
AMD Opteron 6376,8,115
AMD Opteron 6376,8,115
AMD Opteron 6376,8,115
AMD Opteron 6378,8,115
AMD Opteron 6378,8,115
AMD Opteron 6378,8,115
AMD Opteron 6380,8,115
AMD Opteron 6380,8,115
AMD Opteron 6380,8,115
AMD Opteron 6386 SE,16,140
AMD Opteron 6386 SE,16,140
AMD Opteron 8356,4,75
AMD Opteron 8378,4,115
AMD Opteron 8439 SE,6,105
AMD Opteron 8439 SE,6,105
AMD Opteron 885,2,95
AMD Opteron X2170 APU,4,25
AMD Opteron X3216 APU,2,15
AMD Opteron X3418 APU,4,25
AMD Opteron X3421 APU,4,35
AMD Phenom 8250 Triple-Core,3,65
AMD Phenom 8250e Triple-Core,3,65
AMD Phenom 8400 Triple-Core,3,95
AMD Phenom 8450 Triple-Core,3,95
AMD Phenom 8450e Triple-Core,3,65
AMD Phenom 8600 Triple-Core,3,95
AMD Phenom 8600B Triple-Core,3,95
AMD Phenom 8650 Triple-Core,3,95
AMD Phenom 8750 Triple-Core,3,95
AMD Phenom 8750B Triple-Core,3,95
AMD Phenom 8850 Triple-Core,3,95
AMD Phenom 8850B Triple-Core,3,95
AMD Phenom 9100e Quad-Core,4,65
AMD Phenom 9150e Quad-Core,4,65
AMD Phenom 9350e Quad-Core,4,65
AMD Phenom 9450e Quad-Core,4,65
AMD Phenom 9500 Quad-Core,4,95
AMD Phenom 9550 Quad-Core,4,95
AMD Phenom 9600 Quad-Core,4,95
AMD Phenom 9600B Quad-Core,4,95
AMD Phenom 9650 Quad-Core,4,95
AMD Phenom 9750 Quad-Core,4,125
AMD Phenom 9750B Quad-Core,4,95
AMD Phenom 9850 Quad-Core,4,125
AMD Phenom 9850B Quad-Core,4,95
AMD Phenom 9950 Quad-Core,4,125
AMD Phenom FX-5000 Quad-Core,4,65
AMD Phenom FX-5200 Quad-Core,4,65
AMD Phenom II N620 Dual-Core,2,35
AMD Phenom II N640 Dual-Core,2,35
AMD Phenom II N660 Dual-Core,2,35
AMD Phenom II N830 3+1,4,35
AMD Phenom II N830 Triple-Core,3,35
AMD Phenom II N850 Triple-Core,3,35
AMD Phenom II N870 Triple-Core,3,35
AMD Phenom II N930 Quad-Core,4,35
AMD Phenom II N950 Quad-Core,4,35
AMD Phenom II N970 Quad-Core,4,35
AMD Phenom II P650 Dual-Core,2,35
AMD Phenom II P820 Triple-Core,3,25
AMD Phenom II P840 Triple-Core,3,35
AMD Phenom II P860 Triple-Core,3,35
AMD Phenom II P920 Quad-Core,4,25
AMD Phenom II P940 Quad-Core,4,35
AMD Phenom II P960 Quad-Core,4,35
AMD Phenom II X2 511,2,65
AMD Phenom II X2 521,2,65
AMD Phenom II X2 545,2,80
AMD Phenom II X2 550,2,80
AMD Phenom II X2 555,2,80
AMD Phenom II X2 560,2,80
AMD Phenom II X2 565,2,80
AMD Phenom II X2 570,2,80
AMD Phenom II X2 B53,2,80
AMD Phenom II X2 B55,2,80
AMD Phenom II X2 B57,2,80
AMD Phenom II X2 B59,2,80
AMD Phenom II X3 700e,3,65
AMD Phenom II X3 705e,3,65
AMD Phenom II X3 710,3,95
AMD Phenom II X3 720,3,95
AMD Phenom II X3 740,3,95
AMD Phenom II X3 B73,3,95
AMD Phenom II X3 B75,3,95
AMD Phenom II X3 B77,3,95
AMD Phenom II X4 805,4,95
AMD Phenom II X4 810,4,95
AMD Phenom II X4 820,4,95
AMD Phenom II X4 830,4,95
AMD Phenom II X4 840,4,95
AMD Phenom II X4 840T,4,95
AMD Phenom II X4 850,4,95
AMD Phenom II X4 900e,4,65
AMD Phenom II X4 905e,4,65
AMD Phenom II X4 910,4,95
AMD Phenom II X4 910e,4,65
AMD Phenom II X4 920,4,125
AMD Phenom II X4 925,4,95
AMD Phenom II X4 940,4,125
AMD Phenom II X4 945,4,125
AMD Phenom II X4 955,4,125
AMD Phenom II X4 960T,4,95
AMD Phenom II X4 965,4,125
AMD Phenom II X4 970,4,125
AMD Phenom II X4 975,4,125
AMD Phenom II X4 977,4,95
AMD Phenom II X4 980,4,125
AMD Phenom II X4 B70,4,65
AMD Phenom II X4 B93,4,95
AMD Phenom II X4 B95,4,95
AMD Phenom II X4 B97,4,95
AMD Phenom II X4 B99,4,95
AMD Phenom II X6 1035T,6,95
AMD Phenom II X6 1045T,6,95
AMD Phenom II X6 1055T,6,125
AMD Phenom II X6 1065T,6,95
AMD Phenom II X6 1075T,6,125
AMD Phenom II X6 1090T,6,125
AMD Phenom II X6 1100T,6,125
AMD Phenom II X6 1405T,6,95
AMD Phenom II X620 Dual-Core,2,45
AMD Phenom II X640 Dual-Core,2,45
AMD Phenom II X920 Quad-Core,4,45
